exp,tag,port,seed,success_rate,avg_reward,file
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,gulfport,31415,0.473125,23.24909667957446,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_gulfport_seed31415.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,gulfport,42,0.4515625,22.69207676979686,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_gulfport_seed42.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,new_orleans,123,0.521375,27.220849396601555,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_new_orleans_seed123.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,new_orleans,2025,0.528,27.38347385122734,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_new_orleans_seed2025.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,new_orleans,2718,0.522875,27.14913805543669,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_new_orleans_seed2718.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,new_orleans,31415,0.522375,27.216593465229654,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_new_orleans_seed31415.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,new_orleans,42,0.525125,27.20194287028502,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_new_orleans_seed42.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,south_louisiana,123,0.53375,30.016147382139632,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_south_louisiana_seed123.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,south_louisiana,2025,0.530625,29.888570790009283,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_south_louisiana_seed2025.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,south_louisiana,2718,0.535625,30.106184950586485,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_south_louisiana_seed2718.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,south_louisiana,31415,0.5372916666666666,30.093527034616322,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_south_louisiana_seed31415.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,south_louisiana,42,0.5420833333333334,30.167765021176287,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_south_louisiana_seed42.json
